"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu May 01 09:58:00 GMT 2025","Thu May 01 09:58:02 GMT 2025","1523","","ui.SimpleUiTests","","ui.SimpleUiTests","loginTest","loginTest()",""
"passed","Thu May 01 09:58:03 GMT 2025","Thu May 01 09:58:04 GMT 2025","583","","ui.SimpleUiTests","","ui.SimpleUiTests","openSiteTest","openSiteTest()",""
"failed","Thu May 01 09:57:59 GMT 2025","Thu May 01 09:57:59 GMT 2025","84","","apiTest.PetUserTests","","apiTest.PetUserTests","checkUserResponseBodyImprovedTest","checkUserResponseBodyImprovedTest()",""
"passed","Thu May 01 09:58:02 GMT 2025","Thu May 01 09:58:03 GMT 2025","1505","","ui.SimpleUiTests","","ui.SimpleUiTests","openWebFormPageTest","openWebFormPageTest()",""
"passed","Thu May 01 09:57:57 GMT 2025","Thu May 01 09:57:59 GMT 2025","2263","","apiTest.PetUserTests","","apiTest.PetUserTests","createUserParametrizedTest","createUserParametrizedTest(User) [1] User(id=0, username=username, firstName=firstName, lastName=lastName, email=email, password=password, phone=phone, userStatus=0)",""
"passed","Thu May 01 09:57:59 GMT 2025","Thu May 01 09:57:59 GMT 2025","73","","apiTest.PetUserTests","","apiTest.PetUserTests","createUserParametrizedTest","createUserParametrizedTest(User) [3] User(id=0, username=simici2, firstName=Ivan2, lastName=Simic2, email=email2.com, password=123qwerty, phone=12345675, userStatus=0)",""
"passed","Thu May 01 09:57:59 GMT 2025","Thu May 01 09:58:00 GMT 2025","743","","apiTest.PetUserTests","","apiTest.PetUserTests","checkUserResponseBody","checkUserResponseBody()",""
"passed","Thu May 01 09:58:00 GMT 2025","Thu May 01 09:58:00 GMT 2025","79","","apiTest.PetUserTests","","apiTest.PetUserTests","createUserImprovedTest","createUserImprovedTest()",""
"passed","Thu May 01 09:58:00 GMT 2025","Thu May 01 09:58:00 GMT 2025","72","","apiTest.PetUserTests","","apiTest.PetUserTests","createUserImprovedTest2","createUserImprovedTest2()",""
"passed","Thu May 01 09:58:00 GMT 2025","Thu May 01 09:58:00 GMT 2025","56","","apiTest.PetUserTests","","apiTest.PetUserTests","createUser","createUser()",""
"passed","Thu May 01 09:57:59 GMT 2025","Thu May 01 09:57:59 GMT 2025","87","","apiTest.PetUserTests","","apiTest.PetUserTests","createUserParametrizedTest","createUserParametrizedTest(User) [2] User(id=0, username=simici, firstName=Ivan, lastName=Simic, email=email.com, password=123qwerty, phone=1234567, userStatus=0)",""
"passed","Thu May 01 09:58:00 GMT 2025","Thu May 01 09:58:00 GMT 2025","71","","apiTest.PetUserTests","","apiTest.PetUserTests","createUserImprovedTest3","createUserImprovedTest3()",""
