"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 01 10:18:37 GMT 2025","Thu May 01 10:18:37 GMT 2025","65","","apiTest.PetUserTests","","apiTest.PetUserTests","createUserParametrizedTest","createUserParametrizedTest(User) [3] User(id=0, username=simici2, firstName=Ivan2, lastName=Simic2, email=email2.com, password=123qwerty, phone=12345675, userStatus=0)",""
"passed","Thu May 01 10:18:38 GMT 2025","Thu May 01 10:18:38 GMT 2025","63","","apiTest.PetUserTests","","apiTest.PetUserTests","createUserImprovedTest3","createUserImprovedTest3()",""
"passed","Thu May 01 10:18:38 GMT 2025","Thu May 01 10:18:38 GMT 2025","38","","apiTest.PetUserTests","","apiTest.PetUserTests","createUser","createUser()",""
"passed","Thu May 01 10:18:34 GMT 2025","Thu May 01 10:18:36 GMT 2025","2124","","apiTest.PetUserTests","","apiTest.PetUserTests","createUserParametrizedTest","createUserParametrizedTest(User) [1] User(id=0, username=username, firstName=firstName, lastName=lastName, email=email, password=password, phone=phone, userStatus=0)",""
"passed","Thu May 01 10:18:39 GMT 2025","Thu May 01 10:18:41 GMT 2025","1215","","ui.SimpleUiTests","","ui.SimpleUiTests","openWebFormPageTest","openWebFormPageTest()",""
"passed","Thu May 01 10:18:37 GMT 2025","Thu May 01 10:18:38 GMT 2025","839","","apiTest.PetUserTests","","apiTest.PetUserTests","checkUserResponseBody","checkUserResponseBody()",""
"passed","Thu May 01 10:18:38 GMT 2025","Thu May 01 10:18:38 GMT 2025","52","","apiTest.PetUserTests","","apiTest.PetUserTests","createUserImprovedTest","createUserImprovedTest()",""
"passed","Thu May 01 10:18:37 GMT 2025","Thu May 01 10:18:37 GMT 2025","63","","apiTest.PetUserTests","","apiTest.PetUserTests","checkUserResponseBodyImprovedTest","checkUserResponseBodyImprovedTest()",""
"passed","Thu May 01 10:18:37 GMT 2025","Thu May 01 10:18:37 GMT 2025","65","","apiTest.PetUserTests","","apiTest.PetUserTests","createUserParametrizedTest","createUserParametrizedTest(User) [2] User(id=0, username=simici, firstName=Ivan, lastName=Simic, email=email.com, password=123qwerty, phone=1234567, userStatus=0)",""
"passed","Thu May 01 10:18:38 GMT 2025","Thu May 01 10:18:38 GMT 2025","50","","apiTest.PetUserTests","","apiTest.PetUserTests","createUserImprovedTest2","createUserImprovedTest2()",""
"broken","Thu May 01 10:18:38 GMT 2025","Thu May 01 10:18:39 GMT 2025","1636","","ui.SimpleUiTests","","ui.SimpleUiTests","loginTest","loginTest()",""
"passed","Thu May 01 10:18:41 GMT 2025","Thu May 01 10:18:41 GMT 2025","533","","ui.SimpleUiTests","","ui.SimpleUiTests","openSiteTest","openSiteTest()",""
